Name,Gene_ID,GenomeBuild,Chr,Accession
cg12433691,9648,36,2,NM_181453.2
cg12434258,163049,36,19,NM_153358.1
cg12434587,4255,36,10,NT_008818.15
cg12434779,395,36,X,NM_001174.2
cg12435359,53339,36,15,NM_025238.3
cg12435611,83990,36,17,NM_032043.1
cg12435758,55203,36,4,NM_018176.2
cg12435792,5158,36,4,NM_000283.1
cg12437239,27333,36,3,NM_014498.2
cg12437481,10573,36,16,NM_006428.3
cg12438034,64110,36,3,NM_022149.4
cg12438037,138162,36,9,NM_144654.1
cg12438666,150590,36,2,NM_144706.2
cg12439773,9356,36,11,NM_004790.3
cg12439899,7020,36,6,NM_003220.1
cg12441928,1230,36,3,NM_001295.2
cg12441964,283847,36,16,NM_173616.1
cg12444340,10181,36,3,NM_005778.1
cg12445208,147949,36,19,NM_152478.1
cg12446644,3927,36,17,NM_006148.1
cg12447832,51112,36,2,NM_016030.5
cg12448933,326624,36,17,NM_001006637.1
cg12448934,9746,36,12,NM_014718.2
cg12449183,3266,36,X,NM_181532.2
cg12452010,84890,36,10,NM_032804.5
cg12452675,51,36,17,NM_004035.4
cg12452946,256471,36,4,NM_152778.1
cg12453288,130813,36,2,NM_182500.1
cg12453778,150684,36,2,NM_152516.2
cg12454167,3827,36,3,NM_000893.2
cg12454725,51760,36,16,NM_016524.2
cg12455187,6352,36,17,NM_002985.2
cg12455562,54718,36,6,NM_024018.1
cg12456510,7032,36,21,NM_005423.3
cg12457773,140767,36,6,NM_080723.2
cg12459502,596,36,18,NT_025028.13
cg12460105,5884,36,5,NM_133338.1
cg12460359,22914,36,12,NM_007360.1
cg12460541,3706,36,15,NM_002220.1
cg12461141,10346,36,11,NM_006074.2
cg12463550,27297,36,7,NM_014478.3
cg12465398,53938,36,2,NM_032472.3
cg12466095,55102,36,14,NM_018036.4
cg12467090,5287,36,1,NM_002646.2
cg12467191,1445,36,15,NM_004383.1
cg12467864,9055,36,15,NM_003981.2
cg12468056,7994,36,8,NM_006766.2
cg12468189,26576,36,X,NM_014370.2
cg12471156,22828,36,6,NM_014892.3
cg12473775,29984,36,11,NM_014578.2
cg12476968,9990,36,15,NM_005135.1
cg12477012,4678,36,1,NM_002482.2
cg12477119,51755,36,17,NM_016507.1
cg12478185,6341,36,17,NM_004589.1
cg12478809,9377,36,15,NM_004255.2
cg12478978,10211,36,6,NM_005803.2
cg12480658,1386,36,2,NM_001880.2
cg12483860,10318,36,5,NM_006058.2
cg12484193,142679,36,2,NM_080876.2
cg12485020,91851,36,X,NM_145234.2
cg12485992,84690,36,17,NM_032598.2
cg12489819,2224,36,1,NM_002004.2
cg12489960,6443,36,4,NM_000232.3
cg12491368,196549,36,13,NM_145293.2
cg12491659,202309,36,5,NM_152687.1
cg12491710,3982,36,19,NM_030657.2
cg12493160,5568,36,9,NM_002732.2
cg12493906,56547,36,11,NM_021801.3
cg12496975,,,,
cg12497298,79594,36,1,NM_024544.1
cg12497564,5947,36,3,NM_002899.2
cg12497692,27033,36,19,NM_014383.1
cg12497851,57533,36,4,NM_020773.1
cg12499211,9047,36,1,NM_003975.2
cg12501949,285025,36,2,NM_173648.2
cg12503243,55015,36,14,NM_017922.2
cg12504957,4193,36,12,NM_002392.2
cg12506373,790,36,2,NM_004341.3
cg12506971,51166,36,4,NM_182662.1
cg12507125,25937,36,3,NM_015472.3
cg12508214,114907,36,8,NM_058229.2
cg12508624,7070,36,11,NM_006288.2
cg12510502,5002,36,11,NT_009237.17
cg12510755,8665,36,11,NM_003754.1
cg12513308,51192,36,16,NM_016951.2
cg12513379,26538,36,19,NM_013939.1
cg12513481,8631,36,17,NM_003726.2
cg12514506,114879,36,11,NT_009237.17
cg12514620,23648,36,1,NM_018070.3
cg12515371,84988,36,8,NM_032902.5
cg12515638,6424,36,7,NM_003014.2
cg12517167,27316,36,X,NM_002139.2
cg12517944,146861,36,17,NM_152462.1
cg12520111,5478,36,7,NM_021130.2
cg12526025,9215,36,22,NM_004737.3
cg12529228,4807,36,1,NM_005598.2
cg12529801,29035,36,16,NM_014117.2
cg12530021,89858,36,19,NM_033329.1
cg12530080,5369,36,5,NM_031887.2
cg12530270,149095,36,1,NM_152494.1
cg12531003,51157,36,19,NM_207115.1
cg12531542,80168,36,11,NM_025098.2
cg12532169,4692,36,15,NM_002487.2
cg12532477,4166,36,16,NM_021615.3
cg12532500,90627,36,13,NM_052851.1
cg12532667,51705,36,4,NM_016242.2
cg12533010,5684,36,14,NM_002788.2
cg12533335,9013,36,16,NM_139353.1
cg12534466,54977,36,3,NM_017875.1
cg12535715,203100,36,8,NM_153692.2
cg12536534,2539,36,X,NM_000402.2
cg12537796,4611,36,X,
cg12539975,59335,36,9,NM_021619.2
cg12541591,7048,36,3,NM_003242.4
cg12542281,10443,36,13,NM_014887.1
cg12542604,23294,36,6,NM_015245.1
cg12543649,7059,36,1,NM_007112.3
cg12547930,140870,36,20,NM_080827.1
cg12548064,157567,36,8,NM_198401.2
cg12548454,29968,36,9,NM_021154.3
cg12549513,84707,36,X,NM_032621.2
cg12552392,9054,36,20,NM_181679.1
cg12554476,2813,36,16,NM_001007240.1
cg12554573,10039,36,3,NM_001003931.1
cg12554819,51455,36,2,NM_016316.1
cg12554857,27306,36,4,NM_014485.2
cg12555334,5723,36,7,NM_004577.3
cg12555907,4155,36,18,NM_001025090.1
cg12556134,60436,36,20,NM_021809.4
cg12556325,113763,36,7,NM_138434.2
cg12556991,6155,36,17,NM_000988.2
cg12558519,55295,36,19,NM_018316.1
cg12558957,9804,36,1,NM_014765.1
cg12559031,1748,36,17,NM_001934.2
cg12561748,387032,36,6,NM_019110.3
cg12562500,8192,36,19,NM_006012.2
cg12563178,84898,36,10,NM_032812.7
cg12563480,29916,36,17,NM_013323.2
cg12564453,1071,36,16,NM_000078.1
cg12564962,53820,36,21,NM_018962.1
cg12566415,3972,36,19,NM_000894.2
cg12567315,27075,36,7,NM_014399.3
cg12568776,54566,36,9,NM_019114.2
cg12569173,84923,36,17,NM_032837.1
cg12569516,7227,36,8,NM_014112.1
cg12570787,133957,36,5,NM_145265.2
cg12571423,8900,36,13,NM_003914.2
cg12572011,7337,36,15,NM_130838.1
cg12572278,220323,36,11,NM_178507.2
cg12572545,6307,36,4,NM_006745.3
cg12572827,5149,36,12,NM_006205.1
cg12572939,8263,36,X,NM_012151.3
cg12573766,6188,36,11,NM_001005.3
cg12575181,5283,36,14,NM_004569.2
cg12575751,4925,36,11,NM_005013.1
cg12576145,9949,36,X,NM_015365.2
cg12576700,55755,36,9,NM_018249.4
cg12576844,116842,36,5,NM_052971.1
cg12577610,6603,36,17,NM_003077.2
cg12578166,3784,36,11,NM_181797.1
cg12578480,22921,36,10,NM_012228.2
cg12581035,1911,36,12,NM_004426.2
cg12582008,10562,36,13,NM_006418.3
cg12582366,146540,36,16,NM_152458.4
cg12582959,29903,36,19,NM_013301.1
cg12582965,57194,36,15,NT_026446.13
cg12583908,5984,36,3,NM_002916.3
cg12584034,6144,36,13,NM_000982.2
cg12584718,56257,36,7,NM_019606.4
cg12584889,56000,36,X,NM_022052.1
cg12585282,8761,36,1,NM_003819.2
cg12585943,9374,36,6,NM_005155.5
cg12586262,90338,36,19,NM_033288.2
cg12588299,2853,36,6,NM_005299.1
cg12588301,54544,36,1,NM_019060.1
cg12588476,7589,36,7,NM_145914.2
cg12589433,367,36,X,NT_011669.16
cg12591323,50485,36,2,NM_014140.2
cg12592463,57035,36,1,NM_020317.3
cg12592716,8454,36,7,NM_003592.2
cg12592779,7559,36,7,NM_016265.2
cg12593411,83854,36,19,NM_031917.2
cg12594641,130574,36,2,NM_194317.2
cg12598178,2837,36,17,NM_018949.1
cg12598198,3316,36,11,NM_001541.2
cg12598364,23464,36,22,NM_014291.2
cg12598575,91272,36,5,NM_138369.1
cg12599000,387328,36,9,NM_199005.1
cg12600197,79661,36,15,NM_024608.1
cg12601757,256435,36,1,NM_152996.1
cg12601987,51655,36,17,NM_016084.3
cg12603043,30846,36,19,NM_014601.2
cg12603560,85456,36,11,NM_033396.1
cg12604192,3744,36,1,NM_005549.2
cg12605747,6124,36,15,NM_000968.2
cg12609467,1605,36,3,NM_004393.1
cg12610070,23555,36,10,NM_012339.3
cg12610744,3851,36,12,NM_002272.1
cg12611860,5286,36,11,NM_002645.1
cg12612336,5635,36,17,NM_002766.1
cg12613344,10062,36,11,NM_005693.1
cg12613383,200150,36,1,NM_152666.1
cg12614105,4852,36,7,NM_000905.2
cg12616277,83850,36,3,NM_031913.1
cg12616487,256364,36,11,NM_153265.1
cg12618251,8324,36,2,NM_003507.1
cg12619162,53828,36,10,NM_173160.2
cg12619509,1775,36,16,NM_001374.2
cg12620111,7621,36,22,NM_021916.2
cg12620499,55686,36,2,NM_018000.1
cg12621514,22943,36,10,NM_012242.2
cg12622273,163175,36,19,NM_139284.1
cg12622986,56751,36,9,NM_020064.2
cg12623088,115752,36,15,NM_133375.2
cg12624523,2822,36,6,NM_001503.2
cg12624641,90141,36,14,NM_145231.1
cg12626085,55293,36,11,NM_018314.2
cg12626411,10216,36,1,NM_005807.2
cg12627583,316,36,2,NM_001159.3
cg12628062,29893,36,17,NM_013290.3
cg12628956,317671,36,5,NM_173362.2
cg12629083,29843,36,12,NM_014554.2
cg12629244,9917,36,1,NM_014864.2
cg12629325,56135,36,5,NM_018898.3
cg12629515,8348,36,6,NM_003527.4
cg12631737,2526,36,11,NM_002033.2
cg12635664,56681,36,10,NM_020150.3
cg12638745,150082,36,21,NM_152505.3
cg12639234,10,36,8,NM_000015.1
cg12640109,80150,36,11,NM_025080.2
cg12641660,8458,36,1,NM_003594.3
cg12643449,3475,36,7,NM_001550.2
cg12643877,201176,36,17,NM_199282.1
cg12644353,10096,36,2,NM_005721.3
cg12645220,57144,36,20,NM_177990.1
cg12645567,7023,36,16,NM_003223.1
cg12645742,4091,36,15,NM_005585.2
cg12646585,55093,36,8,NM_018024.1
cg12647320,23126,36,1,NM_015100.2
cg12647587,142827,36,10,NM_207321.1
cg12647643,5783,36,4,NM_080683.1
cg12648263,5283,36,14,NM_004569.2
cg12648583,26269,36,4,NM_012180.2
cg12649038,,,,
cg12650011,23554,36,7,NM_012338.3
cg12650635,359,36,12,NM_000486.3
cg12650780,6451,36,X,NM_003022.1
cg12650926,3710,36,6,NM_002224.1
cg12651014,221016,36,10,NM_145023.4
cg12653105,5355,36,X,NM_002668.1
cg12654845,9075,36,X,NM_020384.2
cg12657853,3298,36,6,NM_004506.2
cg12658552,9169,36,12,NM_004719.1
cg12658982,222171,36,7,NM_175887.2
cg12661229,389119,36,3,NM_203370.1
cg12661964,3430,36,17,NM_005533.2
cg12662162,64771,36,6,NM_024294.2
cg12663253,5295,36,5,NM_181523.1
cg12667808,23070,36,6,NM_015050.1
cg12671744,2166,36,1,NM_001441.1
cg12674192,84549,36,8,NM_032509.2
cg12675800,122553,36,14,NM_177452.2
cg12676081,55781,36,5,NM_018343.1
cg12680071,1340,36,19,NM_001863.3
cg12680609,286128,36,8,NM_173832.3
cg12681402,22895,36,12,NM_014954.2
cg12682367,400110,36,13,NM_207439.2
cg12683641,43847,36,19,NM_022046.3
cg12683929,2647,36,12,NM_001487.1
cg12684360,3839,36,13,NM_002267.2
cg12685200,5641,36,14,NM_005606.5
cg12685753,83659,36,17,NM_053285.1
cg12686016,3198,36,7,NM_005522.3
cg12686915,8667,36,8,NM_003756.1
cg12687215,9130,36,X,NM_004699.1
cg12687463,3078,36,1,NM_002113.1
cg12687922,333926,36,1,NM_005167.5
cg12687990,11191,36,9,
cg12688043,4134,36,3,NM_002375.3
cg12688215,112970,36,1,NM_138417.2
cg12688670,3835,36,16,NM_007317.1
cg12689375,1654,36,X,NM_001356.2
cg12689475,113000,36,16,NM_058192.2
cg12691219,51566,36,X,NM_016607.3
cg12691366,29094,36,2,NM_014181.1
cg12693135,9146,36,17,NM_004712.3
cg12693634,259230,36,10,NM_147156.3
cg12694555,10324,36,2,NM_006063.2
cg12694870,3242,36,12,NM_002150.2
cg12696750,7802,36,1,NM_003462.3
cg12697789,7098,36,4,NM_003265.2
cg12699145,79905,36,16,NM_024847.2
cg12699371,2587,36,18,NM_001480.2
cg12701101,151313,36,2,NM_199336.1
cg12701576,5824,36,1,NM_002857.2
cg12703269,9051,36,15,NM_003978.2
cg12706983,80345,36,6,NM_025231.1
cg12707233,65267,36,X,NM_001002838.1
cg12707353,152992,36,4,NM_152544.1
cg12709412,29919,36,18,NM_013326.2
cg12711530,27302,36,2,NM_014482.1
cg12711814,2023,36,1,NM_001428.2
cg12712746,25813,36,22,NM_015380.3
cg12716838,8706,36,3,NM_003781.2
cg12717203,255403,36,4,NM_153691.4
cg12717594,8434,36,9,NM_021111.1
cg12717668,79027,36,7,NM_001009956.1
cg12718440,118812,36,10,NM_178832.2
cg12718562,161514,36,15,NM_153356.1
cg12719235,5434,36,19,NM_002695.2
cg12721546,9774,36,6,NM_014739.1
cg12722998,55795,36,13,NM_018386.1
cg12723191,5132,36,1,NM_022576.2
cg12723809,132989,36,4,NM_144645.1
cg12724357,91683,36,11,NM_177963.2
cg12724466,140456,36,X,NM_080873.1
cg12724827,2491,36,X,NM_006733.2
cg12726576,119016,36,10,NM_133446.1
cg12727374,79929,36,3,NM_024871.1
cg12727795,5159,36,5,NM_002609.3
cg12728032,2001,36,11,NM_001422.2
cg12728629,4101,36,X,NM_005361.2
cg12729048,7286,36,1,NM_020127.1
cg12729059,3459,36,6,NM_000416.1
cg12730381,7532,36,7,NM_012479.2
cg12730424,55727,36,14,NM_018167.3
cg12731488,94122,36,X,NM_138780.1
cg12732155,7805,36,1,NM_006762.1
cg12732953,158521,36,X,NM_152578.1
cg12733079,11179,36,7,NM_021994.1
cg12733430,57563,36,4,NM_020803.3
cg12736438,55647,36,13,NM_017817.1
cg12737574,2923,36,15,NM_005313.4
cg12737801,6917,36,8,NM_006756.2
cg12738007,54948,36,11,NM_017840.2
cg12738197,137209,36,8,NM_152412.1
cg12739034,5733,36,1,NM_000957.2
cg12739647,375035,36,1,NM_199344.1
cg12741420,3662,36,6,NM_002460.1
cg12741488,114984,36,16,NM_138439.1
cg12743398,6799,36,16,NM_001054.2
cg12743894,120534,36,11,NM_152316.1
cg12744185,58488,36,17,NM_021213.1
cg12745769,115648,36,19,NM_145326.1
cg12748258,55806,36,8,NM_005144.3
cg12748926,126526,36,19,NM_178830.2
cg12753358,1947,36,X,NM_004429.3
cg12753858,256646,36,15,NM_175741.1
cg12754733,126074,36,19,NM_175871.2
cg12754854,254295,36,9,NM_174933.2
cg12757143,92715,36,9,NM_138778.1
cg12757684,5325,36,6,NM_006718.2
cg12758687,1813,36,11,NM_016574.2
cg12759554,266812,36,4,NM_153757.1
cg12762680,5698,36,6,NM_002800.4
cg12762799,26253,36,12,NM_014358.1
cg12763546,7775,36,17,NM_014519.2
cg12766348,57396,36,5,NM_020666.2
cg12768605,284348,36,19,NM_182573.1
cg12770741,64359,36,17,NM_022463.3
cg12771281,145389,36,14,NM_153811.1
cg12774845,957,36,14,NM_001249.1
cg12775479,285313,36,3,NM_178822.3
cg12775613,3355,36,3,NM_000866.1
cg12776163,989,36,7,NM_001788.3
cg12780286,55840,36,3,NM_018456.4
cg12780322,6731,36,4,NM_006947.2
cg12781218,136895,36,7,NM_138811.3
cg12781395,22938,36,14,NM_012245.2
cg12781568,7490,36,11,NT_009237.17
cg12782180,3952,36,7,NM_000230.1
cg12783573,221302,36,6,NM_145062.1
cg12783640,10057,36,3,NM_005688.2
cg12783776,710,36,11,NM_000062.2
cg12784172,146050,36,15,NM_152455.2
cg12785087,79829,36,11,NM_024771.1
cg12785675,84071,36,6,NM_032131.3
cg12785689,3692,36,20,NM_181466.1
cg12787624,51474,36,12,NM_016357.3
cg12788061,220359,36,11,NM_145719.1
cg12788313,4485,36,3,NM_020998.2
cg12788467,6928,36,17,NM_000458.1
cg12788471,81873,36,9,NM_030978.1
cg12789833,26263,36,15,NM_012170.2
cg12790134,80124,36,8,NM_025054.3
cg12791465,10086,36,8,NM_005712.1
cg12791554,259295,36,12,NM_176889.1
cg12792011,79673,36,19,NM_024620.3
cg12792157,26292,36,1,NM_012333.3
cg12792366,9209,36,3,NM_006309.1
cg12792367,7036,36,7,NM_003227.2
cg12793610,23321,36,4,NM_015271.2
cg12795208,3854,36,12,NM_005555.2
cg12796229,10650,36,18,NM_006553.2
cg12797788,10204,36,16,NM_005796.1
cg12799265,79078,36,1,NM_024097.1
cg12799835,158584,36,X,NM_174912.2
cg12799895,4885,36,7,NM_002523.1
cg12800028,2830,36,6,NM_005284.2
cg12800105,,,,
cg12800145,55507,36,12,NM_018654.1
cg12802819,83480,36,11,NM_031307.2
cg12803724,51101,36,8,NM_016010.1
cg12804976,4705,36,2,NM_004544.2
cg12806381,55650,36,1,NM_017837.2
cg12806521,4839,36,12,NM_006170.2
cg12808992,80328,36,6,NM_025217.2
cg12809314,353274,36,3,NM_181489.4
cg12810190,51380,36,12,NM_015989.3
cg12810837,29121,36,12,NM_001004419.1
cg12811135,200523,36,2,NM_152670.1
cg12813792,128602,36,20,NM_178456.2
cg12813797,319100,36,6,NM_175067.1
cg12813922,22930,36,2,NM_012233.1
cg12814525,9656,36,6,NM_014641.1
cg12815142,9552,36,17,NM_004890.1
cg12815841,64077,36,10,NM_022126.2
cg12815916,26469,36,2,NM_014369.2
cg12818699,9750,36,6,NM_015864.2
cg12819826,56342,36,19,NM_020230.4
cg12820481,4751,36,1,NM_002497.2
cg12820608,5916,36,12,NM_000966.3
cg12821045,126231,36,19,NM_152360.2
cg12821724,9962,36,20,NM_005116.5
cg12823748,9958,36,12,NM_006313.1
cg12825252,84865,36,2,NM_032779.2
cg12827188,2243,36,4,NM_000508.3
cg12827555,338917,36,14,NM_182894.1
cg12830694,94274,36,19,NM_033256.1
cg12830829,81542,36,14,NM_030755.3
cg12832565,11126,36,1,NM_007053.2
cg12832649,6695,36,5,NM_004598.2
cg12833011,30820,36,5,NM_014592.2
cg12833508,130340,36,2,NM_178814.2
cg12833720,602,36,19,NM_005178.2
cg12835684,84975,36,12,NM_032889.2
cg12836610,23788,36,11,NM_014342.2
cg12836863,675,36,13,NM_000059.1
cg12838902,222962,36,7,NM_153247.1
cg12839593,6495,36,14,NM_005982.1
cg12840719,1029,36,9,NT_008413.17
cg12841020,5228,36,14,NM_002632.4
cg12842316,139065,36,X,NM_173078.2
cg12844497,9212,36,17,NM_004217.1
cg12845249,57215,36,16,NM_020457.2
cg12845808,51294,36,5,NM_016580.2
cg12846567,80032,36,19,NM_024967.1
cg12846938,9524,36,19,NM_138501.4
cg12847373,1910,36,13,NT_024524.13
cg12848131,688,36,13,NM_001730.3
cg12850636,27134,36,19,NM_014428.1
cg12853521,4161,36,18,NM_005913.1
cg12854483,1264,36,19,NM_001299.4
cg12855851,5225,36,6,NM_002630.1
cg12855988,6206,36,6,NM_001016.3
cg12856392,51427,36,7,NM_016220.3
cg12857957,54585,36,3,NM_020347.2
cg12858075,1876,36,2,NM_001952.3
cg12858460,8320,36,3,NM_005442.2
cg12858514,51702,36,1,NM_016233.1
cg12862537,4826,36,20,NT_011362.9
cg12864235,1007,36,5,NM_016279.2
cg12864581,79570,36,1,NM_024522.1
cg12864853,7162,36,6,NM_006670.3
cg12864903,374786,36,17,NM_198529.1
cg12865837,6492,36,6,NM_005068.2
cg12866859,10614,36,17,NM_006460.2
cg12867068,8814,36,14,NM_004196.3
cg12867448,4957,36,9,NM_002540.3
cg12869058,24,36,1,NM_000350.1
cg12869240,55760,36,10,NM_018180.2
cg12870705,8829,36,10,NM_001024629.1
cg12871124,134429,36,5,NM_139164.1
cg12872238,7224,36,X,NM_012471.1
cg12873941,64112,36,14,NM_022151.4
cg12874092,7431,36,10,NM_003380.2
cg12875426,54808,36,18,NM_017653.2
cg12876594,4882,36,9,NM_000907.2
cg12878228,5644,36,7,NM_002769.2
cg12879297,123775,36,16,NM_152337.1
cg12879425,26228,36,4,NM_012108.1
cg12880200,84967,36,1,NM_032881.1
cg12880658,1036,36,5,NM_001801.2
cg12883767,65012,36,12,NM_133489.2
cg12884406,1301,36,1,NM_001854.2
cg12885244,51315,36,2,NM_016618.1
cg12888039,51094,36,1,NM_015999.2
cg12888113,10747,36,1,NM_139208.1
cg12888961,5128,36,12,NM_002595.2
cg12891678,6703,36,1,NM_006945.3
cg12893143,90249,36,5,NM_133369.2
cg12894126,83549,36,9,NM_031432.1
cg12894629,200931,36,3,NM_152672.3
cg12894984,5409,36,17,NM_002686.2
cg12897370,22828,36,6,NM_014892.3
cg12897458,64146,36,16,NM_022341.1
cg12900467,26524,36,13,NM_014572.1
cg12900739,10325,36,X,NM_006064.3
cg12901064,51260,36,X,NM_016500.3
cg12902039,4948,36,15,NM_000275.1
cg12902719,8994,36,3,NM_014240.1
cg12903171,2887,36,7,NT_033968.5
cg12906740,55270,36,13,NM_018283.1
cg12907644,6289,36,11,NM_030754.2
cg12909005,30834,36,6,NM_014596.4
cg12910797,3213,36,17,NM_002146.3
cg12911791,1444,36,17,NM_001318.2
cg12914014,7874,36,16,NM_003470.1
cg12914062,55763,36,4,NM_018261.3
cg12914362,8325,36,10,NM_031866.1
cg12914657,170575,36,7,NM_130759.2
cg12916723,4818,36,19,NM_005601.3
cg12917695,154791,36,7,NM_197964.1
cg12919379,139728,36,X,NM_198452.1
cg12920798,80776,36,19,NM_030578.2
cg12924262,56994,36,12,NM_020244.2
cg12924408,11020,36,22,NM_006860.2
cg12925542,151790,36,3,NM_178824.3
cg12927153,5742,36,9,NM_000962.2
cg12927617,5004,36,9,NM_000607.1
cg12927772,84267,36,9,NM_032307.2
cg12928668,57556,36,5,NM_020796.2
cg12930602,11007,36,11,NM_006848.2
cg12930920,22894,36,13,NM_014953.2
cg12932195,79087,36,22,NM_024105.3
cg12936220,51121,36,5,NM_016093.2
cg12936747,5950,36,10,NM_006744.3
cg12937434,9256,36,17,NM_004758.1
cg12937807,22859,36,19,NM_014921.3
cg12938998,139716,36,X,NM_080612.1
cg12939527,79155,36,4,NM_024309.2
cg12939547,80737,36,6,NM_025258.1
cg12940073,94160,36,16,NM_033226.1
cg12940430,6722,36,6,NM_003131.2
cg12941369,10015,36,3,NM_013374.3
cg12941931,10501,36,19,NM_020241.2
cg12943082,10344,36,7,NM_006072.4
cg12946225,10362,36,19,NM_006339.1
cg12946690,23293,36,17,NM_017575.3
cg12949760,3784,36,11,NT_009237.17
cg12949975,151449,36,2,NM_182828.2
cg12951282,433,36,17,NM_001181.2
cg12952132,9437,36,19,NM_004829.3
cg12952136,2926,36,4,NM_002092.2
cg12953249,286204,36,9,NM_173689.4
cg12954718,9098,36,17,NM_004505.1
cg12955127,515,36,1,NM_001688.3
cg12955583,85442,36,10,NM_033404.2
cg12958778,57533,36,4,NM_020773.1
cg12958813,127124,36,1,NM_133262.2
cg12958836,55810,36,12,NM_018416.2
cg12960248,81577,36,16,NM_030819.2
cg12962021,286826,36,1,NM_173083.2
cg12962778,25946,36,12,NM_015481.1
cg12963312,9697,36,6,NM_012288.3
cg12965512,7103,36,12,NM_004616.2
cg12966875,6590,36,20,NM_003064.2
cg12966876,,,,
cg12967560,145748,36,15,NM_152449.2
cg12968903,201799,36,4,NM_152680.1
cg12969407,135112,36,6,NM_181782.2
cg12969595,26022,36,17,NM_015544.2
cg12970008,114879,36,11,NM_020896.2
cg12970081,2854,36,19,NM_001506.1
cg12970084,1999,36,1,NM_004433.3
cg12970724,9244,36,19,NM_004750.2
cg12971338,9618,36,17,NM_004295.2
cg12971694,971,36,9,NM_001782.1
cg12971958,10015,36,3,NM_013374.3
cg12973651,84518,36,19,NM_032488.2
cg12975220,4211,36,2,NM_002398.2
cg12977318,112936,36,11,NM_052875.2
cg12978308,79661,36,15,NM_024608.1
cg12979743,4711,36,3,NM_002492.2
cg12981137,4255,36,10,NT_008818.15
cg12983442,79818,36,19,NM_024762.2
cg12984356,4122,36,15,NM_006122.2
cg12985164,80746,36,3,NM_025265.2
cg12985418,57534,36,18,NM_020774.2
cg12986021,9077,36,1,NM_004675.2
cg12989642,5814,36,7,NM_033224.3
cg12989650,22899,36,17,NM_173728.2
cg12990410,56131,36,5,NM_018938.2
cg12991341,157753,36,8,NM_153015.1
cg12991365,55349,36,3,NM_018397.1
cg12992720,9170,36,19,NM_004720.4
cg12994003,3930,36,1,NM_002296.2
cg12995941,3645,36,1,NM_014215.1
cg12997958,2314,36,17,NM_002018.2
cg12998491,286336,36,9,NM_033387.2
cg12998614,84634,36,19,NM_032551.3
cg12999103,23400,36,1,NM_022089.1
cg12999109,125981,36,19,NM_133492.1
cg13001142,,,,
cg13002506,220032,36,11,NM_182833.1
cg13002939,5156,36,4,NM_006206.3
cg13003163,23519,36,12,NM_012404.2
cg13005002,10738,36,22,NM_006604.1
cg13006591,10333,36,4,NM_006068.2
cg13007988,8085,36,12,NM_003482.1
cg13014406,11079,36,1,NM_007033.2
cg13015534,55808,36,17,NM_018414.2
cg13017345,4601,36,10,NM_130439.3
cg13018903,220296,36,11,NM_152722.3
cg13019092,5174,36,1,NM_002614.3
cg13021192,1522,36,20,NT_011362.9
cg13021384,11001,36,15,NM_003645.2
cg13021725,79980,36,20,NM_024918.2
cg13022129,254295,36,9,NM_174933.2
cg13022174,6760,36,18,NM_005637.2
cg13026483,54929,36,19,NM_017814.1
cg13030582,4239,36,17,NM_002404.1
cg13031432,65009,36,16,NM_022910.1
cg13031679,55171,36,3,NM_018138.1
cg13033054,55264,36,21,NM_018277.1
cg13033853,84929,36,9,NM_032843.3
cg13035743,80863,36,6,NM_030651.2
cg13037275,143686,36,11,NM_144665.2
cg13038560,79568,36,2,NM_024520.1
cg13041032,4322,36,11,NM_002427.2
cg13042288,290,36,15,NM_001150.1
cg13042487,7517,36,14,NM_005432.2
cg13043509,55340,36,7,NM_018384.3
cg13043862,2138,36,8,NM_000503.3
cg13044136,166,36,19,NM_001130.5
cg13044223,6202,36,1,NM_001012.1
cg13044277,145957,36,15,NM_138573.1
cg13045611,6388,36,17,NM_006923.2
cg13047596,389084,36,2,NM_206895.1
cg13047892,4223,36,7,NM_005924.3
cg13051968,9781,36,2,NM_014746.2
cg13052755,5820,36,8,XM_928984.1
cg13053396,716,36,12,NM_001734.2
cg13053608,84514,36,17,NM_032484.3
cg13055001,5499,36,11,NM_002708.3
cg13055278,3398,36,2,NM_002166.4
cg13056210,25878,36,X,NM_015419.1
cg13056269,4175,36,2,NM_005915.4
cg13057368,6741,36,2,NM_003142.2
cg13057891,2073,36,13,NM_000123.2
cg13058581,56980,36,11,NM_020228.2
cg13059335,27299,36,8,NM_014479.2
cg13059782,79937,36,9,NM_033655.2
cg13060154,153090,36,9,NT_008470.18
cg13060405,399687,36,17,NM_078471.3
cg13060646,123,36,9,NM_001122.2
cg13060997,8900,36,13,NM_003914.2
cg13062935,117194,36,11,NM_054030.2
cg13064571,56260,36,8,NM_019607.1
cg13064881,8881,36,13,NM_003903.2
cg13066542,55312,36,9,NM_018339.3
cg13066963,83715,36,1,NM_031475.1
